Unnamed: 0,Brand,Year,months,days,Qty,Rate,Amount
6914,32,2019,11,19,18,2030.0,36540.0
6915,65,2019,11,19,30,1650.0,49500.0
6916,1,2019,11,19,20,1950.0,39000.0
6917,51,2019,11,19,20,1650.0,33000.0
6918,65,2019,11,19,30,1650.0,49500.0
6919,32,2019,11,19,18,2050.0,36900.0
6920,55,2019,11,19,24,2150.0,51600.0
6921,57,2019,11,19,10,3400.0,34000.0
6922,1,2019,11,19,20,1950.0,39000.0
6923,65,2019,11,19,50,1650.0,82500.0
6924,1,2019,11,19,30,1950.0,58500.0
6925,55,2019,11,19,16,2150.0,34400.0
6926,57,2019,11,19,10,3400.0,34000.0
6927,36,2019,11,19,56,520.0,29120.0
6928,65,2019,11,19,20,1650.0,33000.0
6929,55,2019,11,19,16,2150.0,34400.0
6930,1,2019,11,19,20,1950.0,39000.0
6931,57,2019,11,19,25,3400.0,85000.0
6932,65,2019,11,19,50,1650.0,82500.0
6933,55,2019,11,19,40,2150.0,86000.0
6934,1,2019,11,19,50,1950.0,97500.0
6935,32,2019,11,19,45,2030.0,91350.0
6936,51,2019,11,19,50,1650.0,82500.0
6937,57,2019,11,19,12,2700.0,32400.0
6938,51,2019,11,19,40,1650.0,66000.0
6939,65,2019,11,19,20,1650.0,33000.0
6940,65,2019,11,19,40,1650.0,66000.0
6941,57,2019,11,19,5,3400.0,17000.0
6942,55,2019,11,19,8,2150.0,17200.0
6943,46,2019,11,19,8,2100.0,16800.0
6944,50,2019,11,19,6,2800.0,16800.0
6945,1,2019,11,19,10,1950.0,19500.0
6946,55,2019,11,19,8,2150.0,17200.0
6947,46,2019,11,19,8,2100.0,16800.0
6948,59,2019,11,19,8,2250.0,18000.0
6949,73,2019,11,19,6,2700.0,16200.0
6950,39,2019,11,19,10,1950.0,19500.0
6951,57,2019,11,20,50,3400.0,170000.0
6952,51,2019,11,20,30,1650.0,49500.0
6953,1,2019,11,20,30,1950.0,58500.0
6954,65,2019,11,20,30,1650.0,49500.0
6955,55,2019,11,20,8,2150.0,17200.0
6956,43,2019,11,20,8,4300.0,34400.0
6957,57,2019,11,20,25,3400.0,85000.0
6958,65,2019,11,20,20,1650.0,33000.0
6959,65,2019,11,20,20,1650.0,33000.0
6960,65,2019,11,20,10,1850.0,18500.0
6961,44,2019,11,20,20,1950.0,39000.0
6962,51,2019,11,20,20,1650.0,33000.0
6963,1,2019,11,20,20,1950.0,39000.0
6964,57,2019,11,20,12,2700.0,32400.0
6965,65,2019,11,20,50,1650.0,82500.0
6966,57,2019,11,20,15,3400.0,51000.0
6967,65,2019,11,20,20,1650.0,33000.0
6968,55,2019,11,20,40,2150.0,86000.0
6969,65,2019,11,20,40,1650.0,66000.0
6970,32,2019,11,20,45,2050.0,92250.0
6971,57,2019,11,21,50,3400.0,170000.0
6972,46,2019,11,21,40,2100.0,84000.0
6973,55,2019,11,21,40,2150.0,86000.0
6974,36,2019,11,21,140,520.0,72800.0
6975,65,2019,11,21,50,1650.0,82500.0
6976,39,2019,11,21,50,1950.0,97500.0
6977,50,2019,11,21,12,2700.0,32400.0
6978,57,2019,11,21,12,2700.0,32400.0
6979,55,2019,11,21,8,2150.0,17200.0
6980,39,2019,11,21,10,1950.0,19500.0
6981,65,2019,11,21,10,1650.0,16500.0
6982,39,2019,11,21,10,1950.0,19500.0
6983,39,2019,11,21,20,1950.0,39000.0
6984,65,2019,11,21,20,1650.0,33000.0
6985,51,2019,11,21,50,1650.0,82500.0
6986,39,2019,11,21,20,1950.0,39000.0
6987,36,2019,11,21,56,520.0,29120.0
6988,32,2019,11,21,54,2050.0,110700.0
6989,57,2019,11,21,25,3400.0,85000.0
6990,39,2019,11,21,20,1950.0,39000.0
6991,24,2019,11,21,5,3300.0,16500.0
6992,57,2019,11,21,5,3400.0,17000.0
6993,73,2019,11,21,6,2700.0,16200.0
6994,32,2019,11,21,9,2050.0,18450.0
6995,59,2019,11,21,8,2250.0,18000.0
6996,65,2019,11,21,10,1650.0,16500.0
6997,51,2019,11,21,10,1650.0,16500.0
6998,73,2019,11,21,12,2700.0,32400.0
6999,29,2019,11,21,12,2680.0,32160.0
7000,57,2019,11,21,24,2700.0,64800.0
7001,65,2019,11,23,10,1850.0,18500.0
7002,46,2019,11,23,8,2100.0,16800.0
7003,59,2019,11,23,8,2250.0,18000.0
7004,73,2019,11,23,6,2700.0,16200.0
7005,59,2019,11,23,8,2250.0,18000.0
7006,39,2019,11,23,10,1950.0,19500.0
7007,65,2019,11,23,10,1650.0,16500.0
7008,43,2019,11,23,8,4300.0,34400.0
7009,24,2019,11,23,15,3300.0,49500.0
7010,43,2019,11,23,4,4300.0,17200.0
7011,73,2019,11,23,30,2700.0,81000.0
7012,39,2019,11,23,50,1950.0,97500.0
7013,1,2019,11,23,50,1950.0,97500.0
7014,39,2019,11,23,50,1950.0,97500.0
7015,1,2019,11,23,50,1950.0,97500.0
7016,57,2019,11,23,10,3400.0,34000.0
7017,39,2019,11,23,20,1950.0,39000.0
7018,50,2019,11,23,12,2800.0,33600.0
7019,59,2019,11,23,16,2250.0,36000.0
7020,32,2019,11,23,18,2050.0,36900.0
7021,55,2019,11,23,16,2150.0,34400.0
7022,1,2019,11,23,20,1950.0,39000.0
7023,65,2019,11,23,10,1650.0,16500.0
7024,39,2019,11,23,50,1950.0,97500.0
7025,50,2019,11,23,18,2800.0,50400.0
7026,55,2019,11,23,16,2150.0,34400.0
7027,57,2019,11,23,25,3400.0,85000.0
7028,39,2019,11,23,10,1950.0,19500.0
7029,50,2019,11,23,6,2800.0,16800.0
7030,50,2019,11,23,30,2800.0,84000.0
7031,39,2019,11,23,20,1950.0,39000.0
7032,39,2019,11,23,10,1950.0,19500.0
7033,50,2019,11,23,6,2800.0,16800.0
7034,50,2019,11,23,6,2800.0,16800.0
7035,39,2019,11,23,10,1950.0,19500.0
7036,39,2019,11,23,10,1950.0,19500.0
7037,50,2019,11,23,6,2850.0,17100.0
7038,50,2019,11,23,30,2800.0,84000.0
7039,39,2019,11,23,50,1950.0,97500.0
7040,50,2019,11,23,30,2800.0,84000.0
7041,65,2019,11,23,50,1650.0,82500.0
7042,51,2019,11,23,50,1650.0,82500.0
7043,50,2019,11,23,30,2800.0,84000.0
7044,50,2019,11,23,30,2800.0,84000.0
7045,39,2019,11,23,50,1950.0,97500.0
7046,1,2019,11,23,50,1950.0,97500.0
7047,65,2019,11,23,60,1850.0,111000.0
7048,1,2019,11,23,50,1950.0,97500.0
7049,39,2019,11,23,20,1950.0,39000.0
7050,46,2019,11,23,24,2100.0,50400.0
7051,55,2019,11,23,16,2150.0,34400.0
7052,32,2019,11,23,18,2050.0,36900.0
7053,59,2019,11,23,16,2250.0,36000.0
7054,73,2019,11,23,12,2700.0,32400.0
7055,39,2019,11,23,50,1950.0,97500.0
7056,57,2019,11,24,50,3400.0,170000.0
7057,50,2019,11,24,60,2800.0,168000.0
7058,73,2019,11,24,12,2700.0,32400.0
7059,46,2019,11,24,40,2100.0,84000.0
7060,55,2019,11,24,40,2150.0,86000.0
7061,1,2019,11,24,50,1950.0,97500.0
7062,39,2019,11,24,30,1950.0,58500.0
7063,39,2019,11,24,50,1950.0,97500.0
7064,1,2019,11,24,50,1950.0,97500.0
7065,46,2019,11,24,40,2100.0,84000.0
7066,39,2019,11,24,50,1950.0,97500.0
7067,50,2019,11,24,30,2800.0,84000.0
7068,43,2019,11,24,12,4300.0,51600.0
7069,43,2019,11,24,8,4300.0,34400.0
7070,50,2019,11,24,30,2800.0,84000.0
7071,57,2019,11,24,25,3400.0,85000.0
7072,73,2019,11,24,18,2700.0,48600.0
7073,1,2019,11,24,30,1950.0,58500.0
7074,55,2019,11,24,16,2150.0,34400.0
7075,39,2019,11,24,30,1950.0,58500.0
7076,50,2019,11,24,12,2800.0,33600.0
7077,65,2019,11,24,40,1650.0,66000.0
7078,46,2019,11,24,24,2100.0,50400.0
7079,55,2019,11,24,24,2150.0,51600.0
7080,1,2019,11,24,30,1950.0,58500.0
7081,57,2019,11,24,10,3400.0,34000.0
7082,65,2019,11,24,20,1650.0,33000.0
7083,1,2019,11,24,20,1950.0,39000.0
7084,46,2019,11,24,16,2100.0,33600.0
7085,55,2019,11,24,16,2150.0,34400.0
7086,32,2019,11,24,18,2050.0,36900.0
7087,39,2019,11,24,20,1950.0,39000.0
7088,65,2019,11,24,50,1650.0,82500.0
7089,43,2019,11,24,20,4300.0,86000.0
7090,24,2019,11,24,10,3300.0,33000.0
7091,57,2019,11,24,10,3400.0,34000.0
7092,73,2019,11,24,6,2700.0,16200.0
7093,73,2019,11,24,12,2700.0,32400.0
7094,43,2019,11,24,4,4300.0,17200.0
7095,73,2019,11,24,6,2700.0,16200.0
7096,50,2019,11,24,6,2800.0,16800.0
7097,24,2019,11,24,5,3300.0,16500.0
7098,57,2019,11,24,5,3400.0,17000.0
7099,50,2019,11,24,6,2800.0,16800.0
7100,1,2019,11,24,10,1950.0,19500.0
7101,36,2019,11,24,28,520.0,14560.0
7102,65,2019,11,24,10,1650.0,16500.0
7103,65,2019,11,24,50,1650.0,82500.0
7104,39,2019,11,24,20,1950.0,39000.0
7105,73,2019,11,24,30,2700.0,81000.0
7106,59,2019,11,24,16,2250.0,36000.0
7107,73,2019,11,24,12,2700.0,32400.0
7108,43,2019,11,25,8,4300.0,34400.0
7109,32,2019,11,25,9,2050.0,18450.0
7110,57,2019,11,25,5,3400.0,17000.0
7111,39,2019,11,25,20,1950.0,39000.0
7112,46,2019,11,25,8,2100.0,16800.0
7113,43,2019,11,25,8,4300.0,34400.0
7114,39,2019,11,25,30,1950.0,58500.0
7115,65,2019,11,25,30,1650.0,49500.0
7116,1,2019,11,25,30,1950.0,58500.0
7117,59,2019,11,25,24,2250.0,54000.0
7118,32,2019,11,25,18,2050.0,36900.0
7119,39,2019,11,25,30,1950.0,58500.0
7120,65,2019,11,25,30,1650.0,49500.0
7121,57,2019,11,25,25,3400.0,85000.0
7122,59,2019,11,25,40,2250.0,90000.0
7123,32,2019,11,25,45,2050.0,92250.0
7124,1,2019,11,25,30,1950.0,58500.0
7125,65,2019,11,25,30,1650.0,49500.0
7126,50,2019,11,25,18,2800.0,50400.0
7127,39,2019,11,25,30,1950.0,58500.0
7128,55,2019,11,25,24,2150.0,51600.0
7129,65,2019,11,25,20,1650.0,33000.0
7130,39,2019,11,25,20,1950.0,39000.0
7131,1,2019,11,25,20,1950.0,39000.0
7132,57,2019,11,25,10,3400.0,34000.0
7133,50,2019,11,25,12,2800.0,33600.0
7134,50,2019,11,25,12,2800.0,33600.0
7135,39,2019,11,25,30,1950.0,58500.0
7136,65,2019,11,25,30,1650.0,49500.0
7137,1,2019,11,25,20,1950.0,39000.0
7138,59,2019,11,25,40,2250.0,90000.0
7139,57,2019,11,25,25,3400.0,85000.0
7140,32,2019,11,25,45,2050.0,92250.0
7141,39,2019,11,26,50,1950.0,97500.0
7142,65,2019,11,26,50,1650.0,82500.0
7143,39,2019,11,26,50,1950.0,97500.0
7144,65,2019,11,26,50,1650.0,82500.0
7145,39,2019,11,26,20,1950.0,39000.0
7146,65,2019,11,26,20,1650.0,33000.0
7147,1,2019,11,26,20,1950.0,39000.0
7148,46,2019,11,26,16,2100.0,33600.0
7149,55,2019,11,26,16,2150.0,34400.0
7150,32,2019,11,26,90,2050.0,184500.0
7151,59,2019,11,26,32,2250.0,72000.0
7152,58,2019,11,26,48,1000.0,48000.0
7153,29,2019,11,26,12,2680.0,32160.0
7154,50,2019,11,26,30,2800.0,84000.0
7155,39,2019,11,26,50,1950.0,97500.0
7156,24,2019,11,26,5,3300.0,16500.0
7157,59,2019,11,26,8,2250.0,18000.0
7158,57,2019,11,26,10,3400.0,34000.0
7159,59,2019,11,26,16,2250.0,36000.0
7160,55,2019,11,26,16,2150.0,34400.0
7161,44,2019,11,26,20,1950.0,39000.0
7162,36,2019,11,26,56,520.0,29120.0
7163,46,2019,11,26,16,2100.0,33600.0
7164,32,2019,11,26,18,2050.0,36900.0
7165,1,2019,11,26,20,1950.0,39000.0
7166,50,2019,11,26,30,2800.0,84000.0
7167,39,2019,11,26,50,1950.0,97500.0
7168,39,2019,11,27,40,1950.0,78000.0
7169,73,2019,11,27,12,2700.0,32400.0
7170,50,2019,11,27,18,2800.0,50400.0
7171,36,2019,11,27,140,520.0,72800.0
7172,1,2019,11,27,50,1950.0,97500.0
7173,50,2019,11,27,30,2800.0,84000.0
7174,32,2019,11,27,45,2050.0,92250.0
7175,59,2019,11,27,40,2250.0,90000.0
7176,39,2019,11,27,50,1950.0,97500.0
7177,65,2019,11,27,50,1650.0,82500.0
7178,46,2019,11,27,40,2100.0,84000.0
7179,55,2019,11,27,40,2150.0,86000.0
7180,57,2019,11,27,25,3400.0,85000.0
7181,36,2019,11,27,140,520.0,72800.0
7182,32,2019,11,27,18,2050.0,36900.0
7183,57,2019,11,27,10,3400.0,34000.0
7184,50,2019,11,27,24,2800.0,67200.0
7185,39,2019,11,27,20,1950.0,39000.0
7186,39,2019,11,27,30,1950.0,58500.0
7187,50,2019,11,27,30,2800.0,84000.0
7188,39,2019,11,27,20,1950.0,39000.0
7189,65,2019,11,27,20,1650.0,33000.0
7190,50,2019,11,27,12,2800.0,33600.0
7191,55,2019,11,27,16,2150.0,34400.0
7192,1,2019,11,27,20,1950.0,39000.0
7193,57,2019,11,27,5,3400.0,17000.0
7194,59,2019,11,27,8,2250.0,18000.0
7195,50,2019,11,27,30,2800.0,84000.0
7196,55,2019,11,27,16,2150.0,34400.0
7197,39,2019,11,27,20,1950.0,39000.0
7198,65,2019,11,27,20,1650.0,33000.0
7199,57,2019,11,27,10,3400.0,34000.0
7200,50,2019,11,27,12,2800.0,33600.0
7201,73,2019,11,27,30,2700.0,81000.0
7202,57,2019,11,27,25,3400.0,85000.0
7203,65,2019,11,27,50,1650.0,82500.0
7204,43,2019,11,27,4,4300.0,17200.0
7205,39,2019,11,27,10,1950.0,19500.0
7206,1,2019,11,27,20,1950.0,39000.0
7207,58,2019,11,27,24,1000.0,24000.0
7208,43,2019,11,27,4,4300.0,17200.0
7209,59,2019,11,27,16,2250.0,36000.0
7210,57,2019,11,27,5,3400.0,17000.0
7211,55,2019,11,27,8,2200.0,17600.0
7212,43,2019,11,28,20,4300.0,86000.0
7213,50,2019,11,28,12,2800.0,33600.0
7214,65,2019,11,28,20,1650.0,33000.0
7215,39,2019,11,28,20,1950.0,39000.0
7216,32,2019,11,28,18,2050.0,36900.0
7217,55,2019,11,28,8,2150.0,17200.0
7218,50,2019,11,28,6,2800.0,16800.0
7219,73,2019,11,28,6,2700.0,16200.0
7220,24,2019,11,28,5,3300.0,16500.0
7221,32,2019,11,28,9,2050.0,18450.0
7222,50,2019,11,28,6,2800.0,16800.0
7223,65,2019,11,28,10,1650.0,16500.0
7224,57,2019,11,28,5,3400.0,17000.0
7225,36,2019,11,28,28,520.0,14560.0
7226,73,2019,11,28,6,2700.0,16200.0
7227,39,2019,11,28,10,1950.0,19500.0
7228,24,2019,11,28,5,3300.0,16500.0
7229,55,2019,11,28,8,2200.0,17600.0
7230,39,2019,11,28,20,1950.0,39000.0
7231,65,2019,11,28,20,1650.0,33000.0
7232,50,2019,11,28,12,2800.0,33600.0
7233,39,2019,11,28,10,1950.0,19500.0
7234,65,2019,11,28,20,1650.0,33000.0
7235,50,2019,11,28,6,2800.0,16800.0
7236,39,2019,11,28,30,1950.0,58500.0
7237,50,2019,11,28,12,2800.0,33600.0
7238,39,2019,11,30,100,1950.0,195000.0
7239,65,2019,11,30,100,1650.0,165000.0
7240,1,2019,11,30,50,1950.0,97500.0
7241,77,2019,11,30,50,1650.0,82500.0
7242,50,2019,11,30,30,2800.0,84000.0
7243,39,2019,11,30,20,1950.0,39000.0
7244,36,2019,11,30,28,520.0,14560.0
7245,73,2019,11,30,12,2700.0,32400.0
7246,77,2019,11,30,50,1650.0,82500.0
7247,77,2019,11,30,50,1650.0,82500.0
7248,77,2019,11,30,50,1650.0,82500.0
7249,32,2019,11,30,9,2050.0,18450.0
7250,59,2019,11,30,8,2250.0,18000.0
7251,65,2019,11,30,10,1850.0,18500.0
7252,39,2019,12,1,10,1950.0,19500.0
7253,50,2019,12,1,6,2800.0,16800.0
7254,73,2019,12,1,6,2700.0,16200.0
7255,59,2019,12,1,16,2250.0,36000.0
7256,50,2019,12,1,12,2800.0,33600.0
7257,57,2019,12,1,5,3400.0,17000.0
7258,65,2019,12,1,10,1650.0,16500.0
7259,39,2019,12,1,10,1950.0,19500.0
7260,55,2019,12,1,8,2150.0,17200.0
7261,46,2019,12,1,8,2100.0,16800.0
7262,59,2019,12,1,8,2250.0,18000.0
7263,32,2019,12,1,9,2050.0,18450.0
7264,57,2019,12,1,5,3400.0,17000.0
7265,50,2019,12,1,6,2800.0,16800.0
7266,50,2019,12,1,6,2800.0,16800.0
7267,39,2019,12,1,10,1950.0,19500.0
7268,77,2019,12,1,10,1620.0,16200.0
7269,39,2019,12,1,10,1950.0,19500.0
7270,65,2019,12,1,100,1650.0,165000.0
7271,39,2019,12,1,100,1950.0,195000.0
7272,39,2019,12,1,30,1950.0,58500.0
7273,59,2019,12,1,40,2250.0,90000.0
7274,32,2019,12,1,45,2050.0,92250.0
7275,50,2019,12,1,30,2800.0,84000.0
7276,73,2019,12,1,6,2700.0,16200.0
7277,59,2019,12,1,8,2250.0,18000.0
7278,57,2019,12,1,5,3400.0,17000.0
7279,40,2019,12,1,50,1950.0,97500.0
7280,50,2019,12,1,30,2800.0,84000.0
7281,57,2019,12,1,25,3400.0,85000.0
7282,77,2019,12,1,50,1620.0,81000.0
7283,55,2019,12,1,40,2150.0,86000.0
7284,1,2019,12,1,50,1950.0,97500.0
7285,46,2019,12,1,40,2100.0,84000.0
7286,59,2019,12,1,40,2250.0,90000.0
7287,40,2019,12,1,50,1950.0,97500.0
7288,77,2019,12,1,50,1620.0,81000.0
7289,59,2019,12,1,40,2250.0,90000.0
7290,55,2019,12,1,40,2150.0,86000.0
7291,40,2019,12,1,50,1950.0,97500.0
7292,32,2019,12,1,45,2050.0,92250.0
7293,36,2019,12,1,140,510.0,71400.0
7294,77,2019,12,1,50,1620.0,81000.0
7295,40,2019,12,1,50,1950.0,97500.0
7296,39,2019,12,1,50,1950.0,97500.0
7297,40,2019,12,1,50,1950.0,97500.0
7298,77,2019,12,1,50,1620.0,81000.0
7299,39,2019,12,1,50,1950.0,97500.0
7300,50,2019,12,1,18,2800.0,50400.0
7301,50,2019,12,1,18,2800.0,50400.0
7302,39,2019,12,1,50,1950.0,97500.0
7303,40,2019,12,1,50,1950.0,97500.0
7304,55,2019,12,2,40,2150.0,86000.0
7305,1,2019,12,2,50,1950.0,97500.0
7306,40,2019,12,2,50,1950.0,97500.0
7307,77,2019,12,2,50,1620.0,81000.0
7308,50,2019,12,2,30,2800.0,84000.0
7309,59,2019,12,2,40,2250.0,90000.0
7310,57,2019,12,2,5,3400.0,17000.0
7311,73,2019,12,2,6,2700.0,16200.0
7312,64,2019,12,3,9,4600.0,41400.0
7313,64,2019,12,3,19,3100.0,58900.0
7314,64,2019,12,3,10,1600.0,16000.0
7315,64,2019,12,3,12,2100.0,25200.0
7316,55,2019,12,3,24,2150.0,51600.0
7317,57,2019,12,3,10,3400.0,34000.0
7318,59,2019,12,3,16,2250.0,36000.0
7319,77,2019,12,3,30,1620.0,48600.0
7320,40,2019,12,3,40,1950.0,78000.0
7321,50,2019,12,3,12,2800.0,33600.0
7322,32,2019,12,3,18,2050.0,36900.0
7323,46,2019,12,3,16,2100.0,33600.0
7324,55,2019,12,3,8,2150.0,17200.0
7325,57,2019,12,3,5,3400.0,17000.0
7326,59,2019,12,3,8,2250.0,18000.0
7327,40,2019,12,3,20,1950.0,39000.0
7328,77,2019,12,3,20,1620.0,32400.0
7329,50,2019,12,3,6,2800.0,16800.0
7330,46,2019,12,3,8,2100.0,16800.0
7331,51,2019,12,3,10,1620.0,16200.0
7332,1,2019,12,3,20,1950.0,39000.0
7333,40,2019,12,3,30,1950.0,58500.0
7334,77,2019,12,3,20,1620.0,32400.0
7335,50,2019,12,3,18,2800.0,50400.0
7336,77,2019,12,3,30,1620.0,48600.0
7337,39,2019,12,3,10,1950.0,19500.0
7338,40,2019,12,3,10,1950.0,19500.0
7339,55,2019,12,3,24,2150.0,51600.0
7340,50,2019,12,3,30,2800.0,84000.0
7341,51,2019,12,3,50,1620.0,81000.0
7342,77,2019,12,3,50,1620.0,81000.0
7343,39,2019,12,3,40,1950.0,78000.0
7344,51,2019,12,3,10,1620.0,16200.0
7345,50,2019,12,3,6,2800.0,16800.0
7346,77,2019,12,3,10,1620.0,16200.0
7347,46,2019,12,3,8,2100.0,16800.0
7348,57,2019,12,3,5,3400.0,17000.0
7349,59,2019,12,3,8,2250.0,18000.0
7350,40,2019,12,3,20,1950.0,39000.0
7351,1,2019,12,3,10,1950.0,19500.0
7352,24,2019,12,3,5,3300.0,16500.0
7353,36,2019,12,3,140,510.0,71400.0
7354,50,2019,12,3,18,2800.0,50400.0
7355,77,2019,12,3,30,1620.0,48600.0
7356,55,2019,12,3,24,2150.0,51600.0
7357,51,2019,12,3,30,1620.0,48600.0
7358,40,2019,12,3,30,1950.0,58500.0
7359,77,2019,12,3,50,1620.0,81000.0
7360,39,2019,12,4,50,1950.0,97500.0
7361,50,2019,12,4,30,2800.0,84000.0
7362,51,2019,12,4,50,1600.0,80000.0
7363,51,2019,12,4,50,1600.0,80000.0
7364,51,2019,12,4,50,1600.0,80000.0
7365,57,2019,12,4,15,3350.0,50250.0
7366,51,2019,12,4,50,1600.0,80000.0
7367,51,2019,12,4,50,1600.0,80000.0
7368,50,2019,12,4,18,2800.0,50400.0
7369,64,2019,12,4,20,1700.0,34000.0
7370,64,2019,12,4,20,2000.0,40000.0
7371,32,2019,12,4,18,2050.0,36900.0
7372,73,2019,12,4,6,2700.0,16200.0
7373,1,2019,12,4,50,1950.0,97500.0
7374,50,2019,12,5,6,2800.0,16800.0
7375,51,2019,12,5,10,1600.0,16000.0
7376,57,2019,12,5,10,3400.0,34000.0
7377,40,2019,12,5,20,1950.0,39000.0
7378,51,2019,12,5,20,1600.0,32000.0
7379,77,2019,12,5,20,1620.0,32400.0
7380,50,2019,12,5,12,2800.0,33600.0
7381,50,2019,12,5,60,2800.0,168000.0
7382,50,2019,12,5,60,2800.0,168000.0
7383,40,2019,12,5,100,1950.0,195000.0
7384,55,2019,12,5,80,2150.0,172000.0
7385,57,2019,12,5,25,3400.0,85000.0
7386,51,2019,12,5,100,1620.0,162000.0
7387,77,2019,12,5,50,1620.0,81000.0
7388,55,2019,12,5,16,2150.0,34400.0
7389,40,2019,12,5,20,1920.0,38400.0
7390,50,2019,12,5,12,2800.0,33600.0
7391,77,2019,12,5,20,1600.0,32000.0
7392,51,2019,12,5,20,1600.0,32000.0
7393,57,2019,12,5,25,3400.0,85000.0
7394,40,2019,12,5,30,1920.0,57600.0
7395,64,2019,12,5,4,4600.0,18400.0
7396,64,2019,12,5,8,2200.0,17600.0
7397,57,2019,12,5,25,3400.0,85000.0
7398,59,2019,12,5,24,2250.0,54000.0
7399,40,2019,12,5,50,1950.0,97500.0
7400,32,2019,12,5,36,2050.0,73800.0
7401,59,2019,12,5,32,2250.0,72000.0
7402,46,2019,12,5,40,2100.0,84000.0
7403,50,2019,12,5,18,2800.0,50400.0
7404,77,2019,12,5,20,1620.0,32400.0
7405,40,2019,12,5,20,1950.0,39000.0
7406,77,2019,12,5,50,1620.0,81000.0
7407,39,2019,12,5,50,1950.0,97500.0
7408,59,2019,12,5,40,2250.0,90000.0
7409,40,2019,12,5,10,1950.0,19500.0
7410,65,2019,12,5,10,1650.0,16500.0
7411,32,2019,12,5,9,2050.0,18450.0
7412,1,2019,12,5,10,1950.0,19500.0
7413,46,2019,12,5,8,2100.0,16800.0
7414,57,2019,12,5,5,3400.0,17000.0
7415,55,2019,12,5,8,2150.0,17200.0
7416,77,2019,12,5,10,1620.0,16200.0
7417,39,2019,12,5,10,1950.0,19500.0
7418,40,2019,12,5,10,1950.0,19500.0
7419,77,2019,12,5,20,1620.0,32400.0
7420,51,2019,12,5,20,1620.0,32400.0
7421,59,2019,12,5,16,2250.0,36000.0
7422,57,2019,12,5,10,3400.0,34000.0
7423,46,2019,12,5,16,2100.0,33600.0
7424,51,2019,12,5,100,1620.0,162000.0
7425,64,2019,12,5,8,2300.0,18400.0
7426,64,2019,12,5,13,3100.0,40300.0
7427,77,2019,12,5,50,1620.0,81000.0
7428,39,2019,12,5,50,1950.0,97500.0
7429,51,2019,12,5,50,1600.0,80000.0
7430,59,2019,12,5,40,2250.0,90000.0
7431,57,2019,12,5,25,3400.0,85000.0
7432,39,2019,12,5,30,1950.0,58500.0
7433,73,2019,12,5,12,2700.0,32400.0
7434,39,2019,12,7,50,1950.0,97500.0
7435,40,2019,12,7,50,1920.0,96000.0
7436,39,2019,12,7,50,1950.0,97500.0
7437,51,2019,12,7,50,1600.0,80000.0
7438,40,2019,12,7,100,1920.0,192000.0
7439,51,2019,12,7,50,1600.0,80000.0
7440,50,2019,12,7,12,2800.0,33600.0
7441,57,2019,12,7,25,3400.0,85000.0
7442,65,2019,12,7,30,1620.0,48600.0
7443,51,2019,12,7,50,1600.0,80000.0
7444,50,2019,12,7,30,2800.0,84000.0
7445,1,2019,12,7,50,1950.0,97500.0
7446,51,2019,12,7,50,1620.0,81000.0
7447,64,2019,12,7,2,2000.0,4000.0
7448,64,2019,12,7,9,1700.0,15300.0
7449,64,2019,12,7,12,3100.0,37200.0
7450,50,2019,12,7,30,2800.0,84000.0
7451,64,2019,12,7,6,4600.0,27600.0
7452,64,2019,12,7,3,5800.0,17400.0
7453,64,2019,12,7,5,3100.0,15500.0
7454,64,2019,12,7,6,2200.0,13200.0
7455,64,2019,12,7,16,2250.0,36000.0
7456,64,2019,12,7,8,2000.0,16000.0
7457,64,2019,12,7,14,2250.0,31500.0
7458,64,2019,12,7,12,3100.0,37200.0
7459,55,2019,12,7,40,2150.0,86000.0
7460,65,2019,12,7,10,1650.0,16500.0
7461,77,2019,12,7,10,1620.0,16200.0
7462,51,2019,12,7,10,1620.0,16200.0
7463,64,2019,12,7,7,2000.0,14000.0
7464,64,2019,12,7,12,1100.0,13200.0
7465,64,2019,12,7,16,2000.0,32000.0
7466,64,2019,12,7,43,1100.0,47300.0
7467,64,2019,12,7,8,4200.0,33600.0
7468,64,2019,12,7,7,2250.0,15750.0
7469,64,2019,12,7,6,3100.0,18600.0
7470,64,2019,12,7,5,4200.0,21000.0
7471,64,2019,12,7,7,2250.0,15750.0
7472,40,2019,12,7,50,1950.0,97500.0
7473,50,2019,12,7,18,2800.0,50400.0
7474,65,2019,12,7,40,1650.0,66000.0
7475,77,2019,12,7,50,1620.0,81000.0
7476,65,2019,12,7,50,1650.0,82500.0
7477,39,2019,12,7,50,1950.0,97500.0
7478,50,2019,12,7,30,2800.0,84000.0
7479,51,2019,12,7,50,1620.0,81000.0
7480,40,2019,12,7,50,1950.0,97500.0
7481,1,2019,12,7,50,1950.0,97500.0
7482,55,2019,12,7,40,2150.0,86000.0
7483,64,2019,12,7,6,3100.0,18600.0
7484,57,2019,12,7,10,3400.0,34000.0
7485,44,2019,12,7,50,1950.0,97500.0
7486,51,2019,12,7,30,1600.0,48000.0
7487,73,2019,12,7,12,2700.0,32400.0
7488,40,2019,12,7,50,1920.0,96000.0
7489,39,2019,12,7,50,1950.0,97500.0
7490,1,2019,12,7,100,1950.0,195000.0
7491,51,2019,12,7,20,1600.0,32000.0
7492,57,2019,12,8,25,3400.0,85000.0
7493,50,2019,12,8,6,2800.0,16800.0
7494,40,2019,12,8,10,1950.0,19500.0
7495,65,2019,12,8,50,1850.0,92500.0
